                   Cluster_ID,Team,Deployment,Chart Name,CPU Used,Memory Used (GB),Storage Used (GB),CPU Allocated,Memory Allocated (GB),Storage Allocated (GB),deployment_count
7,Devops,4,Jenkins,2678,9.92,153,50000,100,1400,8
7,Devops,4,Tekton,4864,7.62,143,50000,100,1400,3
7,Devops,4,Gitlab runner,5638,6.18,140,50000,100,1400,7
7,Devops,4,Harbor,5365,11.8,151,50000,100,1400,8
7,Devops,4,Drone,4488,8.88,162,50000,100,1400,4
7,Devops,4,Consul,3273,7.63,100,50000,100,1400,5
7,Devops,4,Argocd,5594,12.32,112,50000,100,1400,3
7,Devops,5,Jenkins,2794,8.31,160,50000,100,1400,6
7,Devops,5,Tekton,4971,8.25,112,50000,100,1400,2
7,Devops,5,Gitlab runner,2718,5.06,71,50000,100,1400,2
7,Devops,5,Harbor,6191,10.41,162,50000,100,1400,7
7,Devops,5,Drone,5288,10.46,129,50000,100,1400,4
7,Devops,5,Consul,6160,11.34,132,50000,100,1400,7
7,Devops,5,Argocd,4336,14.01,174,50000,100,1400,9
7,Devops,6,Jenkins,2639,8.99,142,50000,100,1400,2
7,Devops,6,Tekton,4409,9.05,124,50000,100,1400,1
7,Devops,6,Gitlab runner,4885,4.26,99,50000,100,1400,6
7,Devops,6,Harbor,5335,11.34,144,50000,100,1400,4
7,Devops,6,Drone,5398,9.44,130,50000,100,1400,9
7,Devops,6,Consul,6093,10.65,109,50000,100,1400,7
7,Devops,6,Argocd,4664,14.53,114,50000,100,1400,3
8,Devops,1,Harbor,4470,15.57,212,75000,180,2000,7
8,Devops,1,Consul,3273,15.25,104,75000,180,2000,10
8,Devops,1,Spinnaker,7569,20.95,169,75000,180,2000,5
8,Devops,1,Kong,6565,10.39,150,75000,180,2000,2
8,Devops,1,Kubernetes dashboard,3905,12.59,140,75000,180,2000,4
8,Devops,1,Jenkins,5471,15.29,94,75000,180,2000,6
8,Devops,1,Gitlab runner,3456,9.71,89,75000,180,2000,9
8,Devops,1,Fluxcd,5776,10.3,132,75000,180,2000,8
8,Devops,1,Drone,4563,11.98,181,75000,180,2000,6
8,Devops,2,Harbor,4777,13.67,194,75000,180,2000,5
8,Devops,2,Consul,6819,15.82,135,75000,180,2000,9
8,Devops,2,Spinnaker,6707,16.6,217,75000,180,2000,9
8,Devops,2,Kong,7150,16.85,115,75000,180,2000,1
8,Devops,2,Kubernetes dashboard,3195,7.98,147,75000,180,2000,10
8,Devops,2,Jenkins,6400,11.55,150,75000,180,2000,4
8,Devops,2,Gitlab runner,6396,8.28,128,75000,180,2000,8
8,Devops,2,Fluxcd,5116,15.14,100,75000,180,2000,5
8,Devops,2,Drone,5502,8.59,134,75000,180,2000,10
8,Devops,3,Harbor,6577,18.44,219,75000,180,2000,5
8,Devops,3,Consul,4434,8.77,128,75000,180,2000,8
8,Devops,3,Spinnaker,9757,15.53,235,75000,180,2000,6
8,Devops,3,Kong,6480,11.38,125,75000,180,2000,1
8,Devops,3,Kubernetes dashboard,5442,9.29,145,75000,180,2000,10
8,Devops,3,Jenkins,4228,12.69,107,75000,180,2000,5
8,Devops,3,Gitlab runner,5225,8.6,92,75000,180,2000,8
8,Devops,3,Fluxcd,3923,13.14,172,75000,180,2000,8
8,Devops,3,Drone,4726,12.59,156,75000,180,2000,2
8,Devops,4,Harbor,6900,14.85,222,75000,180,2000,9
8,Devops,4,Consul,3584,14.75,153,75000,180,2000,5
8,Devops,4,Spinnaker,7286,23.23,222,75000,180,2000,4
8,Devops,4,Kong,6067,10.85,167,75000,180,2000,9
8,Devops,4,Kubernetes dashboard,4190,7.55,124,75000,180,2000,9
8,Devops,4,Jenkins,6615,11.44,128,75000,180,2000,5
8,Devops,4,Gitlab runner,3974,7.08,90,75000,180,2000,5
8,Devops,4,Fluxcd,6346,15.32,138,75000,180,2000,1
8,Devops,4,Drone,3889,10.99,133,75000,180,2000,2
8,Devops,5,Harbor,4710,12.43,167,75000,180,2000,8
8,Devops,5,Consul,4349,7.7,165,75000,180,2000,10
8,Devops,5,Spinnaker,8750,18.51,196,75000,180,2000,3
8,Devops,5,Kong,8187,15.8,178,75000,180,2000,3
8,Devops,5,Kubernetes dashboard,5441,10.65,144,75000,180,2000,7
8,Devops,5,Jenkins,6928,12.85,149,75000,180,2000,9
8,Devops,5,Gitlab runner,3482,9.54,82,75000,180,2000,2
8,Devops,5,Fluxcd,4407,14.2,112,75000,180,2000,1
8,Devops,5,Drone,5849,6.62,129,75000,180,2000,9
8,Devops,6,Harbor,7295,17.1,156,75000,180,2000,10
8,Devops,6,Consul,4066,17.27,124,75000,180,2000,2
8,Devops,6,Spinnaker,6073,15.49,193,75000,180,2000,10
8,Devops,6,Kong,4880,18.73,162,75000,180,2000,6
8,Devops,6,Kubernetes dashboard,3476,5.95,75,75000,180,2000,9
8,Devops,6,Jenkins,4860,11.71,87,75000,180,2000,5
8,Devops,6,Gitlab runner,3609,6.2,125,75000,180,2000,2
8,Devops,6,Fluxcd,5740,10.15,139,75000,180,2000,7
8,Devops,6,Drone,5754,6.29,153,75000,180,2000,6
9,Security,1,Opa gatekeeper,4400,10.99,142,50000,100,1400,3
9,Security,1,Vault,4980,7.44,132,50000,100,1400,4
9,Security,1,Kyverno,5302,5.95,137,50000,100,1400,4
9,Security,1,Istio-authorization,7020,17.77,249,50000,100,1400,10
9,Security,1,Trivy,5515,9.26,145,50000,100,1400,6
9,Security,1,Falco,7176,12.4,131,50000,100,1400,9
9,Security,2,Opa gatekeeper,3845,8.42,161,50000,100,1400,6
9,Security,2,Vault,6340,11.51,139,50000,100,1400,5
9,Security,2,Kyverno,5597,7.14,122,50000,100,1400,5
9,Security,2,Istio-authorization,7965,17.2,235,50000,100,1400,1
9,Security,2,Trivy,5274,9.25,160,50000,100,1400,1
9,Security,2,Falco,4260,11.82,156,50000,100,1400,8
9,Security,3,Opa gatekeeper,5187,7.75,162,50000,100,1400,1
9,Security,3,Vault,6363,11.06,108,50000,100,1400,8
9,Security,3,Kyverno,6792,8,125,50000,100,1400,8
9,Security,3,Istio-authorization,5957,13.92,211,50000,100,1400,1
9,Security,3,Trivy,4195,11.1,161,50000,100,1400,3
9,Security,3,Falco,5339,10.75,98,50000,100,1400,2
9,Security,4,Opa gatekeeper,4355,11.5,172,50000,100,1400,10
9,Security,4,Vault,5403,13.94,125,50000,100,1400,4
9,Security,4,Kyverno,5172,5.78,144,50000,100,1400,10
9,Security,4,Istio-authorization,6403,13.89,214,50000,100,1400,8
9,Security,4,Trivy,5051,6.19,180,50000,100,1400,2
9,Security,4,Falco,5353,12.56,134,50000,100,1400,7
9,Security,5,Opa gatekeeper,5029,8.97,153,50000,100,1400,8
9,Security,5,Vault,5778,13.31,103,50000,100,1400,3
9,Security,5,Kyverno,5713,9.93,117,50000,100,1400,6
9,Security,5,Istio-authorization,8040,18.34,186,50000,100,1400,7
9,Security,5,Trivy,4802,6.07,177,50000,100,1400,4
9,Security,5,Falco,4947,11.74,144,50000,100,1400,3
9,Security,6,Opa gatekeeper,3651,12.14,160,50000,100,1400,10
9,Security,6,Vault,5296,9.35,109,50000,100,1400,6
9,Security,6,Kyverno,7594,6.73,124,50000,100,1400,8
9,Security,6,Istio-authorization,5359,15.65,249,50000,100,1400,3
9,Security,6,Trivy,6324,7.55,158,50000,100,1400,2
9,Security,6,Falco,6171,13.8,116,50000,100,1400,3
10,Security,1,Anchore,6963,12.17,215,100000,200,3000,1
10,Security,1,Istio,11755,13.37,303,100000,200,3000,8
10,Security,1,Opa gatekeeper,6583,15.08,222,100000,200,3000,9
10,Security,1,Traefik,8213,13.33,151,100000,200,3000,1
10,Security,1,Kyverno,4773,9.85,118,100000,200,3000,9
10,Security,1,Cert-manager,5887,18.19,231,100000,200,3000,3
10,Security,1,Istio-authorization,9749,20.53,309,100000,200,3000,10
10,Security,1,Falco,6989,18.33,181,100000,200,3000,8
10,Security,1,Vault,7368,11.74,166,100000,200,3000,9
10,Security,2,Anchore,6961,11.76,187,100000,200,3000,4
10,Security,2,Istio,10715,16.49,325,100000,200,3000,8
10,Security,2,Opa gatekeeper,4631,13.48,178,100000,200,3000,3
10,Security,2,Traefik,6980,15.77,192,100000,200,3000,3
10,Security,2,Kyverno,4871,12.85,220,100000,200,3000,1
